idCompetition , Libelle ,  Prize , idCountry , idSeason , idTeamWin
1,ESL League 1943 3,5156706,3,3,41
1,GFinity League 1943 3,6478858,3,3,41
1,Starladder League 1943 3,6466779,3,3,41
1,IEM League 1943 3,5059308,3,3,41
1,Starladder League 1943 3,6723719,3,3,41
1,IEM League 1943 3,5786114,3,3,41
1,Starladder League 1943 3,6375853,3,3,41
1,Starladder League 1943 3,6987957,3,3,41
1,MLG League 1943 3,1464259,3,3,41
1,GFinity League 1943 3,6035398,3,3,41
1,MLG League 1943 3,4561161,3,3,41
1,GFinity League 1943 3,3197869,3,3,41
1,ESL League 1943 3,4272186,3,3,41
1,ESL League 1943 3,3440129,3,3,41
1,GFinity League 1943 3,4244575,3,3,41
1,MLG League 1943 3,5159067,3,3,41
1,Starladder League 1943 3,6210317,3,3,41
1,ESL League 1943 3,2673304,3,3,41
1,Starladder League 1943 3,1935091,3,3,41
1,ESL League 1943 3,4194336,3,3,41
1,MLG League 1943 3,4001760,3,3,41
1,MLG League 1943 3,3241190,3,3,41
1,IEM League 1943 3,5089458,3,3,41
1,GFinity League 1943 3,5389658,3,3,41
1,MLG League 1943 3,5571908,3,3,41
1,GFinity League 1943 3,6508128,3,3,41
1,GFinity League 1943 3,6386390,3,3,41
1,IEM League 1943 3,3739952,3,3,41
1,ESL League 1943 3,3124915,3,3,41
1,MLG League 1943 3,4515067,3,3,41
1,MLG League 1943 3,6071116,3,3,41
1,ESL League 1943 3,2961112,3,3,41
1,ESL League 1943 3,1162018,3,3,41
1,IEM League 1943 3,2561828,3,3,41
1,Starladder League 1943 3,6376647,3,3,41
1,GFinity League 1943 3,6381655,3,3,41
1,GFinity League 1943 3,6692509,3,3,41
1,ESL League 1943 3,4414391,3,3,41
1,IEM League 1943 3,4439860,3,3,41
1,Starladder League 1943 3,3876855,3,3,41
1,MLG League 1943 3,1164162,3,3,41
1,IEM League 1943 3,3463450,3,3,41
1,Starladder League 1943 3,5864983,3,3,41
1,Starladder League 1943 3,6740676,3,3,41
1,ESL League 1943 3,6534860,3,3,41
1,IEM League 1943 3,6279332,3,3,41
1,MLG League 1943 3,6089052,3,3,41
1,GFinity League 1943 3,1224941,3,3,41
1,GFinity League 1943 3,2354276,3,3,41
1,MLG League 1943 3,6201851,3,3,41
1,MLG League 1943 3,1725570,3,3,41
1,GFinity League 1943 3,5759680,3,3,41
1,Starladder League 1943 3,2687954,3,3,41
1,Starladder League 1943 3,4816067,3,3,41
1,Starladder League 1943 3,6198495,3,3,41
1,ESL League 1943 3,2550268,3,3,41
1,MLG League 1943 3,1028373,3,3,41
1,IEM League 1943 3,5965470,3,3,41
1,Starladder League 1943 3,1591836,3,3,41
1,Starladder League 1943 3,1591810,3,3,41
1,MLG League 1943 3,4147628,3,3,41
1,Starladder League 1943 3,4121713,3,3,41
1,Starladder League 1943 3,4868659,3,3,41
1,MLG League 1943 3,3718569,3,3,41
1,Starladder League 1943 3,6074933,3,3,41
1,IEM League 1943 3,6155754,3,3,41
1,ESL League 1943 3,5847268,3,3,41
1,IEM League 1943 3,2241657,3,3,41
1,Starladder League 1943 3,6803622,3,3,41
1,ESL League 1943 3,4819209,3,3,41
1,IEM League 1943 3,5062818,3,3,41
1,Starladder League 1943 3,4249549,3,3,41
1,ESL League 1943 4,1221349,4,4,61
1,ESL League 1943 4,6141117,4,4,61
1,MLG League 1943 4,5532431,4,4,61
1,Starladder League 1943 4,1919498,4,4,61
1,Starladder League 1943 4,5578936,4,4,61
1,IEM League 1943 4,6803795,4,4,61
1,IEM League 1943 4,5528192,4,4,61
1,Starladder League 1943 4,4261406,4,4,61
1,GFinity League 1943 4,6992979,4,4,61
1,ESL League 1943 4,2025094,4,4,61
1,ESL League 1943 4,1508005,4,4,61
1,ESL League 1943 4,2472755,4,4,61
1,GFinity League 1943 4,1654747,4,4,61
1,Starladder League 1943 4,5406601,4,4,61
1,Starladder League 1943 4,6547181,4,4,61
1,ESL League 1943 4,1285607,4,4,61
1,MLG League 1943 4,6851687,4,4,61
1,GFinity League 1943 4,3466357,4,4,61
1,IEM League 1943 4,6803541,4,4,61
1,ESL League 1943 4,4611710,4,4,61
1,GFinity League 1943 4,6780336,4,4,61
1,GFinity League 1943 4,3034577,4,4,61
1,MLG League 1943 4,5755194,4,4,61
1,IEM League 1943 4,6126327,4,4,61
1,Starladder League 1943 4,5611784,4,4,61
1,IEM League 1943 4,1584629,4,4,61
1,IEM League 1943 4,4303271,4,4,61
1,ESL League 1943 4,5268401,4,4,61
1,ESL League 1943 4,4512780,4,4,61
1,IEM League 1943 4,5556912,4,4,61
1,MLG League 1943 4,3455610,4,4,61
1,ESL League 1943 4,2676882,4,4,61
1,ESL League 1943 4,5616525,4,4,61
1,Starladder League 1943 4,2839455,4,4,61
1,MLG League 1943 4,4905109,4,4,61
1,Starladder League 1943 4,6017606,4,4,61
1,IEM League 1943 4,1780008,4,4,61
1,MLG League 1943 4,2945380,4,4,61
1,MLG League 1943 4,5772960,4,4,61
1,IEM League 1943 4,6651379,4,4,61
1,GFinity League 1943 4,4457985,4,4,61
1,GFinity League 1943 4,5620565,4,4,61
1,GFinity League 1943 4,6798424,4,4,61
1,GFinity League 1943 4,5094063,4,4,61
1,MLG League 1943 4,2373445,4,4,61
1,ESL League 1943 4,2822154,4,4,61
1,MLG League 1943 4,4496916,4,4,61
1,IEM League 1943 4,1725211,4,4,61
1,Starladder League 1943 4,6778009,4,4,61
1,GFinity League 1943 4,5417586,4,4,61
1,ESL League 1943 4,3721873,4,4,61
1,MLG League 1943 4,3354248,4,4,61
1,IEM League 1943 4,1281524,4,4,61
1,GFinity League 1943 4,5071746,4,4,61
1,MLG League 1943 4,2043263,4,4,61
1,ESL League 1943 4,3139641,4,4,61
1,IEM League 1943 4,1298651,4,4,61
1,IEM League 1943 4,1188139,4,4,61
1,ESL League 1943 4,1055141,4,4,61
1,IEM League 1943 4,5082305,4,4,61
1,IEM League 1943 4,5695103,4,4,61
1,MLG League 1943 4,2349153,4,4,61
1,IEM League 1943 4,5719356,4,4,61
1,Starladder League 1943 4,5445510,4,4,61
1,Starladder League 1943 4,6740859,4,4,61
1,Starladder League 1943 4,3331220,4,4,61
1,ESL League 1943 4,2912675,4,4,61
1,Starladder League 1943 4,2508491,4,4,61
1,ESL League 1943 4,4799660,4,4,61
1,GFinity League 1943 4,3581694,4,4,61
1,Starladder League 1943 4,5967805,4,4,61
1,MLG League 1943 4,1616559,4,4,61
1,Starladder League 1943 4,3786111,4,4,61
1,Starladder League 1943 4,6702293,4,4,61
1,GFinity League 1943 4,6372059,4,4,61
1,Starladder League 1943 4,3037548,4,4,61
1,ESL League 1943 4,2839049,4,4,61
1,ESL League 1943 4,1646254,4,4,61
1,GFinity League 1943 4,1827530,4,4,61
1,MLG League 1943 4,4570261,4,4,61
1,IEM League 1943 5,3747593,5,5,81
1,ESL League 1943 5,5136674,5,5,81
1,MLG League 1943 5,2948411,5,5,81
1,MLG League 1943 5,3533699,5,5,81
1,IEM League 1943 5,2156178,5,5,81
1,ESL League 1943 5,6241179,5,5,81
1,GFinity League 1943 5,5118344,5,5,81
1,GFinity League 1943 5,6796330,5,5,81
1,MLG League 1943 5,2124575,5,5,81
1,GFinity League 1943 5,5670262,5,5,81
1,Starladder League 1943 5,3551212,5,5,81
1,MLG League 1943 5,1898343,5,5,81
1,GFinity League 1943 5,5312683,5,5,81
1,ESL League 1943 5,5774499,5,5,81
1,MLG League 1943 5,5053647,5,5,81
1,GFinity League 1943 5,6660917,5,5,81
1,Starladder League 1943 5,6447949,5,5,81
1,GFinity League 1943 5,3981699,5,5,81
1,Starladder League 1943 5,3116037,5,5,81
1,IEM League 1943 5,5063268,5,5,81
1,GFinity League 1943 5,1080091,5,5,81
1,MLG League 1943 5,2879717,5,5,81
1,MLG League 1943 5,2328243,5,5,81
1,IEM League 1943 5,3118327,5,5,81
1,GFinity League 1943 5,5327060,5,5,81
1,GFinity League 1943 5,6891910,5,5,81
1,ESL League 1943 5,6803321,5,5,81
1,MLG League 1943 5,2945870,5,5,81
1,IEM League 1943 5,6018946,5,5,81
1,ESL League 1943 5,6670391,5,5,81
1,MLG League 1943 5,5370829,5,5,81
1,ESL League 1943 5,5774842,5,5,81
1,MLG League 1943 5,3196097,5,5,81
1,GFinity League 1943 5,1699084,5,5,81
1,IEM League 1943 5,4346904,5,5,81
1,GFinity League 1943 5,4434161,5,5,81
1,MLG League 1943 5,5772642,5,5,81
1,Starladder League 1943 5,5813824,5,5,81
1,MLG League 1943 5,3063606,5,5,81
1,ESL League 1943 5,2576919,5,5,81
1,GFinity League 1943 5,5251419,5,5,81
1,MLG League 1943 5,2298170,5,5,81
1,MLG League 1943 5,2484074,5,5,81
1,IEM League 1943 5,3726153,5,5,81
1,GFinity League 1943 5,3334054,5,5,81
1,IEM League 1943 5,1482570,5,5,81
1,MLG League 1943 5,1954696,5,5,81
1,Starladder League 1943 5,3667726,5,5,81
1,MLG League 1943 5,3096137,5,5,81
1,ESL League 1943 5,5389900,5,5,81
1,GFinity League 1943 5,5217747,5,5,81
1,MLG League 1943 5,3396458,5,5,81
1,Starladder League 1943 5,5356558,5,5,81
1,GFinity League 1943 5,2922708,5,5,81
1,IEM League 1943 5,1505825,5,5,81
1,ESL League 1943 5,5494994,5,5,81
1,GFinity League 1943 5,5312751,5,5,81
1,Starladder League 1943 5,6719292,5,5,81
1,Starladder League 1943 5,4619435,5,5,81
1,MLG League 1943 5,1095389,5,5,81
1,Starladder League 1943 5,5443726,5,5,81
1,MLG League 1943 5,1754065,5,5,81
1,ESL League 1943 5,4767816,5,5,81
1,MLG League 1943 5,3193088,5,5,81
1,Starladder League 1943 5,5455378,5,5,81
1,GFinity League 1943 5,6153871,5,5,81
1,GFinity League 1943 5,5258411,5,5,81
1,GFinity League 1943 5,3586157,5,5,81
1,MLG League 1943 5,3044469,5,5,81
1,GFinity League 1943 5,3006470,5,5,81
1,IEM League 1943 5,1094871,5,5,81
1,ESL League 1943 5,4585244,5,5,81
1,GFinity League 1943 5,3519169,5,5,81
1,IEM League 1943 5,5579705,5,5,81
1,MLG League 1943 5,1446828,5,5,81
1,ESL League 1943 5,5367626,5,5,81
1,Starladder League 1943 5,2987050,5,5,81
1,GFinity League 1943 5,4537895,5,5,81
1,GFinity League 1943 5,2831007,5,5,81
1,Starladder League 1943 5,1332562,5,5,81
1,Starladder League 1943 6,2804820,6,6,101
1,IEM League 1943 6,1682695,6,6,101
1,MLG League 1943 6,2566749,6,6,101
1,ESL League 1943 6,3965810,6,6,101
1,MLG League 1943 6,5004128,6,6,101
1,IEM League 1943 6,2909744,6,6,101
1,ESL League 1943 6,2008458,6,6,101
1,GFinity League 1943 6,4619424,6,6,101
1,GFinity League 1943 6,5981633,6,6,101
1,IEM League 1943 6,6456990,6,6,101
1,IEM League 1943 6,3585585,6,6,101
1,GFinity League 1943 6,6587696,6,6,101
1,MLG League 1943 6,3893303,6,6,101
1,ESL League 1943 6,6298339,6,6,101
1,ESL League 1943 6,3008206,6,6,101
1,GFinity League 1943 6,1471845,6,6,101
1,IEM League 1943 6,5197678,6,6,101
1,MLG League 1943 6,5994290,6,6,101
1,Starladder League 1943 6,5624356,6,6,101
1,IEM League 1943 6,1361827,6,6,101
1,MLG League 1943 6,3590598,6,6,101
1,GFinity League 1943 6,5763367,6,6,101
1,MLG League 1943 6,3293319,6,6,101
1,GFinity League 1943 6,1286908,6,6,101
1,ESL League 1943 6,4353951,6,6,101
1,ESL League 1943 6,2313968,6,6,101
1,ESL League 1943 6,6835835,6,6,101
1,MLG League 1943 6,2547190,6,6,101
1,MLG League 1943 6,3059469,6,6,101
1,Starladder League 1943 6,4460689,6,6,101
1,IEM League 1943 6,2167241,6,6,101
1,MLG League 1943 6,6249404,6,6,101
1,ESL League 1943 6,4409304,6,6,101
1,MLG League 1943 6,6969023,6,6,101
1,MLG League 1943 6,5297469,6,6,101
1,ESL League 1943 6,2562019,6,6,101
1,ESL League 1943 6,6241909,6,6,101
1,ESL League 1943 6,5115264,6,6,101
1,MLG League 1943 6,3283099,6,6,101
1,GFinity League 1943 6,1944382,6,6,101
1,GFinity League 1943 6,6572030,6,6,101
1,MLG League 1943 6,5076329,6,6,101
1,MLG League 1943 6,2402530,6,6,101
1,MLG League 1943 6,2068318,6,6,101
1,Starladder League 1943 6,6343671,6,6,101
1,GFinity League 1943 6,2629166,6,6,101
1,Starladder League 1943 6,2942977,6,6,101
1,GFinity League 1943 6,1905500,6,6,101
1,MLG League 1943 6,3653601,6,6,101
1,IEM League 1943 6,3738986,6,6,101
1,ESL League 1943 6,3910234,6,6,101
1,MLG League 1943 6,1015945,6,6,101
1,ESL League 1943 6,2409686,6,6,101
1,Starladder League 1943 6,3980171,6,6,101
1,IEM League 1943 6,2995217,6,6,101
1,ESL League 1943 6,6835635,6,6,101
1,MLG League 1943 6,5675551,6,6,101
1,ESL League 1943 6,6932074,6,6,101
1,IEM League 1943 6,1267525,6,6,101
1,Starladder League 1943 6,5692963,6,6,101
1,ESL League 1943 6,1793159,6,6,101
1,MLG League 1943 6,3883196,6,6,101
1,ESL League 1943 6,2302051,6,6,101
1,ESL League 1943 6,6900959,6,6,101
1,MLG League 1943 6,4121514,6,6,101
1,Starladder League 1943 6,1663770,6,6,101
1,IEM League 1943 6,1744975,6,6,101
1,Starladder League 1943 6,3440557,6,6,101
1,Starladder League 1943 6,5600257,6,6,101
1,ESL League 1943 6,6444557,6,6,101
1,IEM League 1943 6,5730473,6,6,101
1,MLG League 1943 6,6279945,6,6,101
1,Starladder League 1943 6,6912957,6,6,101
1,ESL League 1943 6,6218446,6,6,101
1,Starladder League 1943 6,3205734,6,6,101
1,GFinity League 1943 6,5994543,6,6,101
1,ESL League 1943 6,3327869,6,6,101
1,IEM League 1943 6,2797482,6,6,101
1,ESL League 1943 6,1283141,6,6,101
1,MLG League 1943 6,2304660,6,6,101
1,Starladder League 1943 7,6121771,7,7,121
1,IEM League 1943 7,5563529,7,7,121
1,IEM League 1943 7,6235195,7,7,121
1,GFinity League 1943 7,6635466,7,7,121
1,GFinity League 1943 7,2374547,7,7,121
1,GFinity League 1943 7,3567489,7,7,121
1,IEM League 1943 7,6832523,7,7,121
1,Starladder League 1943 7,6572600,7,7,121
1,MLG League 1943 7,1097998,7,7,121
1,IEM League 1943 7,5853029,7,7,121
1,ESL League 1943 7,5258032,7,7,121
1,MLG League 1943 7,5209025,7,7,121
1,ESL League 1943 7,2593605,7,7,121
1,IEM League 1943 7,4583870,7,7,121
1,Starladder League 1943 7,1447802,7,7,121
1,GFinity League 1943 7,3891691,7,7,121
1,ESL League 1943 7,3862140,7,7,121
1,GFinity League 1943 7,6667104,7,7,121
1,Starladder League 1943 7,5851728,7,7,121
1,ESL League 1943 7,2206443,7,7,121
1,ESL League 1943 7,2633829,7,7,121
1,GFinity League 1943 7,6941957,7,7,121
1,GFinity League 1943 7,1703075,7,7,121
1,MLG League 1943 7,2264304,7,7,121
1,ESL League 1943 7,5689307,7,7,121
1,MLG League 1943 7,5666272,7,7,121
1,Starladder League 1943 7,2789233,7,7,121
1,IEM League 1943 7,5281226,7,7,121
1,GFinity League 1943 7,3880059,7,7,121
1,GFinity League 1943 7,5377071,7,7,121
1,Starladder League 1943 7,4845701,7,7,121
1,MLG League 1943 7,1998653,7,7,121
1,Starladder League 1943 7,1222427,7,7,121
1,IEM League 1943 7,3101587,7,7,121
1,Starladder League 1943 7,4036572,7,7,121
1,ESL League 1943 7,2934174,7,7,121
1,GFinity League 1943 7,4111332,7,7,121
1,ESL League 1943 7,5901633,7,7,121
1,GFinity League 1943 7,6914115,7,7,121
1,Starladder League 1943 7,2652613,7,7,121
1,IEM League 1943 7,6085440,7,7,121
1,GFinity League 1943 7,3966037,7,7,121
1,Starladder League 1943 7,5384903,7,7,121
1,MLG League 1943 7,2242933,7,7,121
1,GFinity League 1943 7,3100455,7,7,121
1,IEM League 1943 7,2303349,7,7,121
1,MLG League 1943 7,1638917,7,7,121
1,Starladder League 1943 7,6009040,7,7,121
1,Starladder League 1943 7,2474481,7,7,121
1,IEM League 1943 7,1750002,7,7,121
1,ESL League 1943 7,2467549,7,7,121
1,MLG League 1943 7,3417388,7,7,121
1,MLG League 1943 7,2235400,7,7,121
1,Starladder League 1943 7,3022458,7,7,121
1,Starladder League 1943 7,5856829,7,7,121
1,MLG League 1943 7,5265920,7,7,121
1,GFinity League 1943 7,2237232,7,7,121
1,GFinity League 1943 7,6832942,7,7,121
1,ESL League 1943 7,3401726,7,7,121
1,MLG League 1943 7,4804341,7,7,121
1,GFinity League 1943 7,1080655,7,7,121
1,MLG League 1943 7,3364178,7,7,121
1,IEM League 1943 7,2599224,7,7,121
1,ESL League 1943 7,1631187,7,7,121
1,MLG League 1943 7,6558723,7,7,121
1,Starladder League 1943 7,6435355,7,7,121
1,IEM League 1943 7,4758391,7,7,121
1,IEM League 1943 7,6994709,7,7,121
1,MLG League 1943 7,1558499,7,7,121
1,Starladder League 1943 7,5191636,7,7,121
1,GFinity League 1943 7,6918349,7,7,121
1,ESL League 1943 7,3214551,7,7,121
1,GFinity League 1943 7,1313345,7,7,121
1,IEM League 1943 7,2086954,7,7,121
1,MLG League 1943 7,4835635,7,7,121
1,ESL League 1943 7,3066247,7,7,121
1,IEM League 1943 7,2583126,7,7,121
1,MLG League 1943 7,3704387,7,7,121
1,IEM League 1943 7,1824072,7,7,121
1,IEM League 1943 7,3661449,7,7,121
1,Starladder League 1943 8,6349600,8,8,141
1,MLG League 1943 8,5922783,8,8,141
1,IEM League 1943 8,4049244,8,8,141
1,Starladder League 1943 8,2645193,8,8,141
1,MLG League 1943 8,2685818,8,8,141
1,MLG League 1943 8,5154650,8,8,141
1,MLG League 1943 8,1808480,8,8,141
1,ESL League 1943 8,4013841,8,8,141
1,Starladder League 1943 8,2615615,8,8,141
1,ESL League 1943 8,2010252,8,8,141
1,IEM League 1943 8,5748619,8,8,141
1,GFinity League 1943 8,6872771,8,8,141
1,Starladder League 1943 8,5199177,8,8,141
1,ESL League 1943 8,2125760,8,8,141
1,MLG League 1943 8,4289741,8,8,141
1,MLG League 1943 8,1034347,8,8,141
1,IEM League 1943 8,3324088,8,8,141
1,GFinity League 1943 8,5356673,8,8,141
1,ESL League 1943 8,3323344,8,8,141
1,IEM League 1943 8,2839056,8,8,141
1,IEM League 1943 8,3120549,8,8,141
1,GFinity League 1943 8,1341769,8,8,141
1,MLG League 1943 8,6958931,8,8,141
1,ESL League 1943 8,6387305,8,8,141
1,MLG League 1943 8,4581409,8,8,141
1,MLG League 1943 8,6746111,8,8,141
1,Starladder League 1943 8,5026233,8,8,141
1,MLG League 1943 8,4474563,8,8,141
1,Starladder League 1943 8,4549308,8,8,141
1,GFinity League 1943 8,1367930,8,8,141
1,MLG League 1943 8,3864600,8,8,141
1,GFinity League 1943 8,5634063,8,8,141
1,GFinity League 1943 8,1347238,8,8,141
1,IEM League 1943 8,5896340,8,8,141
1,GFinity League 1943 8,3626327,8,8,141
1,Starladder League 1943 8,2805713,8,8,141
1,Starladder League 1943 8,5766083,8,8,141
1,IEM League 1943 8,2348981,8,8,141
1,IEM League 1943 8,5306345,8,8,141
1,Starladder League 1943 8,5673532,8,8,141
1,MLG League 1943 8,3256854,8,8,141
1,MLG League 1943 8,5776812,8,8,141
1,ESL League 1943 8,5468258,8,8,141
1,GFinity League 1943 8,5230892,8,8,141
1,IEM League 1943 8,6023753,8,8,141
1,MLG League 1943 8,2697399,8,8,141
1,IEM League 1943 8,4295493,8,8,141
1,ESL League 1943 8,6204729,8,8,141
1,Starladder League 1943 8,2192607,8,8,141
1,IEM League 1943 8,4932779,8,8,141
1,GFinity League 1943 8,4963233,8,8,141
1,Starladder League 1943 8,2583735,8,8,141
1,MLG League 1943 8,5783865,8,8,141
1,IEM League 1943 8,2208268,8,8,141
1,Starladder League 1943 8,3480372,8,8,141
1,Starladder League 1943 8,6353476,8,8,141
1,MLG League 1943 8,4139478,8,8,141
1,IEM League 1943 8,1708754,8,8,141
1,ESL League 1943 8,2363615,8,8,141
1,Starladder League 1943 8,2003456,8,8,141
1,GFinity League 1943 8,4256276,8,8,141
1,GFinity League 1943 8,6990628,8,8,141
