idParticiper , idTeam , idCompetition
851,1485,65
852,867,17
853,310,21
854,286,62
855,456,69
856,53,28
857,1010,16
858,881,73
859,580,30
860,1366,51
861,581,64
862,778,19
863,435,50
864,477,36
865,472,61
866,825,66
867,581,74
868,103,61
869,46,1
870,635,28
871,161,47
872,798,62
873,676,38
874,758,27
875,299,30
876,1588,25
877,1075,57
878,1273,12
879,1022,21
880,934,37
881,439,32
882,152,23
883,56,11
884,636,36
885,1181,13
886,661,78
887,1281,76
888,973,25
889,1016,51
890,1284,4
891,1581,65
892,885,36
893,666,14
894,775,28
895,546,41
896,946,30
897,1038,12
898,780,76
899,418,49
900,624,23
901,1371,14
902,905,73
903,72,59
904,832,30
905,706,68
906,0,44
907,1418,74
908,866,19
909,1405,21
910,762,31
911,950,52
912,637,43
913,704,20
914,397,48
915,1142,14
916,1187,28
917,890,43
918,856,45
919,1166,51
920,1552,44
921,978,51
922,324,38
923,26,13
924,42,37
925,811,25
926,1282,62
927,659,74
928,1535,4
929,994,59
930,273,42
931,1160,56
932,715,5
933,461,40
934,438,79
935,1447,8
936,49,56
937,251,52
938,1283,71
939,627,46
940,767,79
941,952,32
942,1234,13
943,780,14
944,109,61
945,199,37
946,521,44
947,1132,17
948,1051,7
949,1384,42
950,342,35
951,614,29
952,1496,38
953,593,25
954,1586,35
955,1063,64
956,919,19
957,631,62
958,1568,14
959,1527,6
960,1529,26
961,1392,25
962,1403,70
963,750,22
964,453,45
965,967,70
966,254,71
967,1028,65
968,310,70
969,1597,13
970,836,11
971,1104,33
972,1095,24
973,1069,5
974,712,68
975,77,40
976,1467,58
977,1538,29
978,612,46
979,746,67
980,1111,30
981,317,16
982,919,16
983,1222,41
984,992,30
985,879,65
986,833,10
987,372,43
988,928,15
989,1274,29
990,994,71
991,1592,19
992,354,35
993,1363,61
994,94,42
995,328,7
996,49,64
997,1283,19
998,634,66
999,1420,36
1000,540,44
1001,225,9
1002,479,23
1003,734,69
1004,373,18
1005,1113,71
1006,790,76
1007,1226,27
1008,76,28
1009,423,60
1010,1291,29
1011,846,52
1012,1464,73
1013,1180,49
1014,1098,32
1015,603,22
1016,14,37
1017,151,27
1018,4,53
1019,465,66
1020,999,37
1021,781,56
1022,586,8
1023,1030,19
1024,1182,10
1025,1090,14
1026,464,43
1027,576,62
1028,207,11
1029,1549,48
1030,555,78
1031,1334,50
1032,793,13
1033,1175,74
1034,467,57
1035,1042,7
1036,348,44
1037,1052,50
1038,609,46
1039,49,16
1040,379,16
1041,1276,79
1042,1057,48
1043,662,70
1044,692,67
1045,1420,78
1046,348,45
1047,1522,37
1048,164,22
1049,794,30
1050,1497,44
1051,643,17
1052,645,59
1053,1503,62
1054,197,9
1055,1472,18
1056,1225,47
1057,286,66
1058,296,1
1059,1543,20
1060,990,78
1061,164,30
1062,547,34
1063,1379,70
1064,744,41
1065,1414,56
1066,177,31
1067,8,38
1068,1161,51
1069,1063,57
1070,999,74
1071,1043,70
1072,1116,47
1073,881,60
1074,1461,8
1075,972,42
1076,1203,36
1077,665,46
1078,420,32
1079,677,39
1080,797,57
1081,861,12
1082,663,75
1083,1337,37
1084,1572,24
1085,519,55
1086,140,5
1087,16,62
1088,904,30
1089,104,50
1090,1050,26
1091,279,28
1092,455,9
1093,671,66
1094,370,57
1095,618,62
1096,1239,24
1097,1426,77
1098,1248,52
1099,908,19
1100,231,62
1101,1586,43
1102,1097,78
1103,939,76
1104,1187,79
1105,633,72
1106,1004,43
1107,990,30
1108,111,17
1109,684,47
1110,99,18
1111,1192,77
1112,104,60
1113,1370,64
1114,865,14
1115,436,50
1116,1448,10
1117,220,74
1118,946,24
1119,216,70
1120,1217,71
1121,1418,39
1122,576,55
1123,547,72
1124,342,65
1125,1548,2
1126,1264,43
1127,724,20
1128,891,33
1129,1387,4
1130,1060,0
1131,998,25
1132,360,16
1133,351,6
1134,454,14
1135,378,68
1136,150,37
1137,578,10
1138,884,41
1139,1457,76
1140,532,31
1141,1486,77
1142,1209,76
1143,1329,50
1144,1473,73
1145,354,20
1146,600,16
1147,736,17
1148,141,5
1149,1533,16
1150,513,36
1151,1446,64
1152,443,3
1153,449,44
1154,985,19
1155,623,60
1156,1122,73
1157,1521,27
1158,1014,35
1159,806,65
1160,614,25
1161,50,61
1162,1056,34
1163,635,32
1164,1411,16
1165,781,40
1166,17,41
1167,1182,7
1168,386,67
1169,875,0
1170,693,43
1171,704,14
1172,450,33
1173,1239,65
1174,43,52
1175,1560,54
1176,1328,54
1177,1599,33
1178,129,59
1179,1308,10
1180,910,35
1181,563,17
1182,699,66
1183,899,31
1184,559,57
1185,1380,42
1186,396,50
1187,1225,21
1188,825,77
1189,742,50
1190,666,50
1191,1131,37
1192,1057,34
1193,558,54
1194,1086,63
1195,550,2
1196,626,20
1197,1299,63
1198,321,34
1199,1340,26
1200,902,57
1201,1441,67
1202,878,29
1203,1131,70
1204,398,37
1205,593,27
1206,1052,32
1207,1475,51
1208,1158,6
1209,547,66
1210,511,57
1211,428,2
1212,255,7
1213,656,4
1214,96,48
1215,97,78
1216,41,68
1217,229,21
1218,360,55
1219,268,8
1220,696,53
1221,1213,6
1222,547,12
1223,396,46
1224,1504,58
1225,1096,49
1226,1597,52
1227,178,22
1228,664,31
1229,1224,42
1230,967,31
1231,190,17
1232,1495,58
1233,654,62
1234,1074,24
1235,167,10
1236,26,42
1237,1,53
1238,1362,52
1239,1232,38
1240,475,7
1241,22,0
1242,347,47
1243,1555,68
1244,155,38
1245,728,45
1246,167,36
1247,1338,28
1248,1112,68
1249,1313,16
1250,750,36
1251,960,17
1252,535,56
1253,1375,58
1254,973,43
1255,1043,49
1256,347,19
1257,1168,52
1258,639,15
1259,1493,1
1260,299,32
1261,517,1
1262,1254,2
1263,726,35
1264,1104,70
1265,98,17
1266,1474,13
1267,283,49
1268,403,19
1269,1052,42
1270,312,21
1271,1434,17
1272,67,0
1273,889,15
1274,76,8
1275,891,0
1276,109,49
1277,467,11
1278,1254,46
1279,600,73
1280,481,20
1281,952,68
1282,350,53
1283,1211,56
1284,158,57
1285,826,2
1286,1143,64
1287,1508,21
1288,941,46
1289,979,20
1290,338,3
1291,1527,17
1292,1216,0
1293,289,39
1294,691,38
1295,1262,51
1296,769,26
1297,1422,13
1298,758,20
1299,496,69
1300,1296,23
1301,524,24
1302,211,59
1303,1100,1
1304,266,38
1305,920,12
1306,28,41
1307,572,6
1308,1159,70
1309,56,0
1310,1147,48
1311,677,50
1312,789,75
1313,383,61
1314,950,34
1315,787,57
1316,64,71
1317,1478,29
1318,1453,53
1319,511,60
1320,267,33
1321,1266,60
1322,1432,63
1323,1482,19
1324,1334,33
1325,882,10
1326,715,26
1327,769,51
1328,1079,33
1329,1280,55
1330,51,33
1331,1304,72
1332,131,77
1333,1373,37
1334,663,33
1335,753,60
1336,1348,19
1337,598,73
1338,602,72
1339,1044,13
1340,289,52
1341,1539,74
1342,309,73
1343,1462,27
1344,635,64
1345,1028,48
1346,703,70
1347,1012,22
1348,684,61
1349,1540,37
1350,806,52
1351,214,4
1352,776,65
1353,56,7
1354,885,42
1355,398,24
1356,925,67
1357,1439,52
1358,1550,65
1359,1528,28
1360,564,45
1361,1520,39
1362,1568,23
1363,643,66
1364,943,10
1365,13,72
1366,939,43
1367,1539,14
1368,95,21
1369,92,73
1370,1450,64
1371,156,46
1372,1176,13
1373,1341,2
1374,1372,47
1375,1597,0
1376,44,25
1377,639,41
1378,1401,18
1379,1438,37
1380,394,5
1381,981,23
1382,1460,37
1383,1028,47
1384,1144,14
1385,96,41
1386,1337,23
1387,1274,51
1388,24,51
1389,810,44
1390,1326,54
1391,1432,56
1392,741,53
1393,870,48
1394,627,38
1395,1405,70
1396,244,71
1397,499,38
1398,1571,58
1399,150,56
1400,246,62
1401,24,49
1402,979,57
1403,727,57
1404,1394,17
1405,1479,24
1406,528,74
1407,510,42
1408,204,25
1409,91,18
1410,1315,23
1411,596,10
1412,1539,18
1413,987,72
1414,77,29
1415,557,60
1416,1324,24
1417,951,22
1418,1421,58
1419,741,36
1420,1338,26
1421,584,57
1422,1111,62
1423,674,73
1424,247,26
1425,721,49
1426,411,74
1427,1430,4
1428,649,43
1429,834,64
1430,6,3
1431,60,48
1432,624,17
1433,625,42
1434,826,15
1435,1048,23
1436,516,52
1437,33,67
1438,854,22
1439,1209,58
1440,569,28
1441,1486,13
1442,1208,15
1443,254,67
1444,244,15
1445,196,50
1446,223,10
1447,94,3
1448,1055,0
1449,1506,45
1450,1312,2
1451,423,22
1452,969,13
1453,388,71
1454,1488,7
1455,1392,27
1456,425,5
1457,329,19
1458,473,38
1459,176,57
1460,1002,48
1461,1553,63
1462,311,53
1463,1216,20
1464,871,49
1465,831,18
1466,374,35
1467,668,7
1468,687,5
1469,183,13
1470,438,26
1471,1569,72
1472,1025,36
1473,1441,76
1474,167,15
1475,912,25
1476,1233,77
1477,1252,68
1478,269,46
1479,457,67
1480,961,27
1481,491,20
1482,956,48
1483,337,58
1484,1576,68
1485,227,21
1486,1244,22
1487,1036,46
1488,14,53
1489,1466,28
1490,229,28
1491,66,53
1492,813,57
1493,225,21
1494,1124,41
1495,669,20
1496,49,1
1497,1291,23
1498,1332,43
1499,1449,5
1500,504,11
1501,1195,20
1502,517,29
1503,19,0
1504,851,62
1505,1209,71
1506,537,35
1507,1002,52
1508,1155,41
1509,429,37
1510,769,10
1511,1569,43
1512,1212,73
1513,1346,47
1514,1187,10
1515,330,75
1516,1252,33
1517,500,76
1518,183,53
1519,283,34
1520,1172,65
1521,685,61
1522,1424,57
1523,396,52
1524,327,30
1525,623,27
1526,907,54
1527,54,66
1528,1050,23
1529,407,18
1530,1198,48
1531,1135,6
1532,799,2
1533,377,39
1534,806,15
1535,732,67
1536,445,78
1537,1182,41
1538,97,39
1539,119,20
1540,185,65
1541,832,2
1542,1361,6
1543,650,79
1544,703,31
1545,971,3
1546,742,65
1547,1012,68
1548,1177,68
1549,1502,25
1550,983,76
1551,930,13
1552,820,6
1553,711,76
1554,1433,17
1555,150,45
1556,994,38
1557,650,60
1558,1189,5
1559,100,67
1560,531,13
1561,858,68
1562,1526,72
1563,1199,54
1564,538,17
1565,30,73
1566,712,51
1567,560,71
1568,1197,63
1569,1005,42
1570,26,73
1571,1583,52
1572,229,48
1573,914,47
1574,556,72
1575,839,17
1576,441,6
1577,904,59
1578,1345,23
1579,1062,30
1580,327,13
1581,1406,75
1582,1054,71
1583,522,38
1584,1163,44
1585,1043,54
1586,9,20
1587,132,60
1588,613,35
1589,26,29
1590,1290,3
1591,1400,61
1592,919,61
1593,1367,10
1594,492,51
1595,1051,18
1596,196,45
1597,320,66
1598,1276,78
1599,1011,13
1600,114,34
1601,723,62
1602,1389,49
1603,834,37
1604,46,73
1605,977,25
1606,224,35
1607,629,45
1608,568,8
1609,1004,54
1610,1226,36
1611,1238,74
1612,1079,10
1613,1069,16
1614,1331,5
1615,1443,23
1616,1393,73
1617,150,67
1618,1006,71
1619,755,34
1620,151,31
1621,420,12
1622,1432,48
1623,1079,73
1624,1538,27
1625,1549,28
1626,920,70
1627,314,13
1628,695,12
1629,960,21
1630,1055,65
1631,547,66
1632,1122,3
1633,873,26
1634,615,77
1635,816,61
1636,539,53
1637,1451,19
1638,1142,37
1639,1147,68
1640,1061,7
1641,166,6
1642,1242,25
1643,630,49
1644,236,63
1645,1456,63
1646,939,8
1647,943,47
1648,964,73
1649,1374,24
1650,1293,22
1651,207,75
1652,1391,63
1653,634,33
1654,173,7
1655,724,51
1656,21,15
1657,1291,73
1658,577,17
1659,796,42
1660,138,41
1661,82,2
1662,1163,46
1663,1244,1
1664,461,46
1665,201,32
1666,1428,55
1667,1570,63
1668,5,66
1669,740,74
1670,818,41
1671,664,10
1672,388,73
1673,529,55
1674,1476,67
1675,898,43
1676,326,77
1677,313,2
1678,242,54
1679,1404,78
1680,1136,54
1681,1316,62
1682,508,54
1683,1032,70
1684,616,20
1685,824,26
1686,892,76
1687,540,33
1688,1504,76
1689,204,43
1690,256,46
1691,1470,6
1692,264,41
1693,794,44
1694,527,68
1695,1578,44
1696,16,56
1697,941,35
1698,1426,17
1699,1355,71
1700,682,17
1701,1058,64
1702,919,1
1703,574,3
1704,331,5
1705,424,44
1706,585,26
1707,533,56
1708,233,78
1709,1023,29
1710,1145,44
1711,1106,54
1712,510,35
1713,1212,14
1714,344,35
1715,39,40
1716,771,3
1717,515,25
1718,1017,1
1719,764,67
1720,1205,39
1721,459,30
1722,1363,22
1723,1320,5
1724,148,2
1725,1437,75
1726,317,74
1727,310,40
1728,30,34
1729,405,3
1730,1584,63
1731,1058,62
1732,408,78
1733,543,57
1734,200,1
1735,345,36
1736,5,23
1737,506,20
1738,1283,23
1739,1596,65
1740,492,9
1741,248,10
1742,255,33
1743,1053,21
1744,341,56
1745,1212,39
1746,959,57
1747,1087,76
1748,396,21
1749,186,36
1750,39,52
1751,857,74
1752,1052,57
1753,633,34
1754,699,32
1755,404,79
1756,725,38
1757,212,14
1758,228,53
1759,328,18
1760,455,27
1761,201,38
1762,947,63
1763,151,25
1764,804,6
1765,708,39
1766,1324,63
1767,404,73
1768,742,54
1769,1403,42
1770,125,4
1771,512,5
1772,1315,66
1773,14,76
1774,1450,56
1775,1239,69
1776,194,3
1777,357,63
1778,784,36
1779,1215,18
1780,807,21
1781,756,68
1782,1573,55
1783,519,24
1784,365,24
1785,1143,66
1786,508,16
1787,1449,53
1788,426,58
1789,692,29
1790,1536,63
1791,1481,40
1792,880,13
1793,61,30
1794,629,39
1795,565,18
1796,520,55
1797,301,49
1798,379,79
1799,1125,72
1800,758,60
1801,1576,34
1802,13,75
1803,1466,30
1804,58,38
1805,797,31
1806,636,71
1807,768,61
1808,139,29
1809,453,24
1810,374,76
1811,557,29
1812,283,15
1813,291,2
1814,3,9
1815,993,11
1816,88,56
1817,323,15
1818,1219,27
1819,550,68
1820,294,10
1821,572,38
1822,1267,68
1823,816,55
1824,231,54
1825,432,65
1826,1063,71
1827,1371,55
1828,1013,17
1829,969,10
1830,399,73
1831,177,54
1832,1124,0
1833,1467,28
1834,1395,50
1835,611,75
1836,515,27
1837,1094,8
1838,1209,41
1839,269,12
1840,921,77
1841,366,32
1842,1528,7
1843,710,13
1844,560,73
1845,1531,43
1846,1517,47
1847,855,70
1848,351,10
1849,716,45
1850,81,1
1851,743,29
1852,175,24
1853,1381,41
1854,1513,44
1855,480,35
1856,1328,25
1857,610,58
1858,1374,72
1859,91,32
1860,818,25
1861,173,22
1862,1080,72
1863,995,54
1864,391,15
1865,2,28
1866,1508,72
1867,696,51
1868,1477,45
1869,753,56
1870,1391,79
1871,1033,61
1872,1472,79
1873,1179,60
1874,73,43
1875,1400,37
1876,723,56
1877,500,38
1878,1411,25
1879,922,39
1880,600,26
1881,575,15
1882,208,43
1883,1012,38
1884,747,76
1885,1365,55
1886,1543,2
1887,958,33
1888,1002,3
1889,1502,12
1890,1502,19
1891,675,35
1892,1399,60
1893,85,65
1894,112,19
1895,959,28
1896,1140,61
1897,1415,25
1898,504,14
1899,31,74
1900,1285,73
1901,1428,43
1902,403,73
1903,1220,53
1904,913,26
1905,1517,60
1906,514,53
1907,224,60
1908,641,39
1909,1171,75
1910,613,29
1911,214,58
1912,895,13
1913,1054,46
1914,896,4
1915,381,21
1916,1464,40
1917,115,71
1918,1273,9
1919,734,11
1920,1178,41
1921,1381,66
1922,1490,59
1923,1232,67
1924,791,2
1925,1442,13
1926,786,57
1927,665,7
1928,293,59
1929,556,78
1930,173,45
1931,1269,18
1932,1339,0
1933,1272,1
1934,1005,0
1935,852,59
1936,361,25
1937,773,21
1938,117,10
1939,1171,25
1940,1398,33
1941,1370,26
1942,1475,70
1943,311,21
1944,550,68
1945,204,2
1946,111,66
1947,817,43
1948,244,47
1949,1143,20
1950,872,60
1951,346,56
1952,918,3
1953,642,20
1954,251,21
1955,1078,44
1956,830,34
1957,94,12
1958,269,17
1959,691,26
1960,1493,64
1961,5,22
1962,989,5
1963,680,51
1964,448,2
1965,1468,15
1966,1541,71
1967,1176,62
1968,797,34
1969,1107,21
1970,760,1
1971,622,66
1972,324,56
1973,1313,25
1974,195,46
1975,1408,74
1976,455,66
1977,522,62
1978,1293,75
1979,1551,15
1980,308,13
1981,827,55
1982,1112,23
1983,898,33
1984,911,57
1985,618,76
1986,896,34
1987,1520,30
1988,91,56
1989,24,37
1990,632,65
1991,1492,9
1992,464,14
1993,272,29
1994,850,72
1995,1304,20
1996,163,34
1997,1191,0
1998,1013,30
1999,1421,5
2000,579,27
2001,388,44
2002,1163,56
2003,863,4
2004,870,71
2005,1183,47
2006,845,40
2007,959,28
2008,1431,19
2009,1526,54
2010,1010,24
2011,1334,6
2012,116,43
2013,1358,4
2014,15,28
2015,559,75
2016,291,17
2017,843,9
2018,494,51
2019,665,15
2020,991,50
2021,181,43
2022,136,70
2023,805,0
2024,817,19
2025,567,47
2026,1416,55
2027,326,20
